lex_id,syll_str,in_el,fin_el,ms,backwards dd,syllabified
souverain,vsv,n,n,,,C/V\.C/e\.'C/V\
souveraine,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
souverainne,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
souverains,vvv,n,n,,,C/V\.C/V\.'C/V\
souviegne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souviengne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souvient,vv,n,n,,,C/V\.'C/V\
souvin,vv,n,n,,,C/V\.'C/V\
souvine,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souvint,vv,n,n,,,C/V\.'C/V\
souvrain,vv,n,n,,,C/V\.'C/V\
souvreinne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
souz,v,n,n,y,,C/V\
souzfians,vvv,n,n,,,C/V\.C/V\.'C/V\
souzpire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sovant,vv,n,n,,,C/V\.'C/V\
sovante,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sovenir,vsv,n,n,,,C/V\.C/e\.'C/V\
sovenist,vsv,n,n,,,C/V\.C/e\.'C/V\
sovenoit,vvv,n,n,,,C/V\.C/V\.'C/V\
sovent,vv,n,n,,,C/V\.'C/V\
soventes,vvs,n,n,,,C/V\.'C/V\.C/e\
soventre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
soverain,vsv,n,n,,,C/V\.C/e\.'C/V\
soverains,vsv,n,n,,,C/V\.C/e\.'C/V\
sovie,vvs,n,y,,,C/V\.'C/V\./(e)\
soviegne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sovient,vv,n,n,,,C/V\.'C/V\
sovrain,vv,n,n,,,C/V\.'C/V\
sowrent,vs,n,n,,,'C/V\.C/e\
soy,v,n,n,,,C/V\
soye,vs,n,y,,,'C/V\./(e)\
soyent,vs,n,n,,,'C/V\./e\
soyes,vs,n,n,,,'C/V\./e\
soyés,vv,n,n,,,C/V\.'C/V\
soyez,vv,n,n,,,C/V\.'C/V\
soyons,vv,n,n,,,C/V\.'C/V\
soys,v,n,n,,,C/V\
soz,v,n,n,,,C/V\
sozhait,vv,n,n,,,C/V\.'C/V\
sozhaucié,vvv,n,n,,,C/V\.C/V\.'C/V\
sozhauciee,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
sozlieve,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sozmis,vv,n,n,,,C/V\.'C/V\
sozpeser,vsv,n,n,,,C/V\.C/e\.'C/V\
sozplante,vvs,n,y,,,C/V\.'C/V\.C/(e)\
spacieux,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
spaltieir,vv,n,n,,,C/V\.'C/V\
speces,vs,n,n,,,'C/V\.C/e\
specifie,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
spede,vs,n,y,,,'C/V\.C/(e)\
spee,vs,n,y,,,'C/V\./(e)\
spiritueuls,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
spiritum,vvv,n,n,Lat. Borrow.,,C/V\.C/V\.'C/V\
spiritus,vvv,n,n,Lat. borr,,C/V\.C/V\.'C/V\
spouse,vs,n,y,,,'C/V\.C/(e)\
spuse,vs,n,y,,,'C/V\.C/(e)\
st,,n,n,,,/\C
stä,s,n,y,,,C/(e)\
stabilité,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
statiun,vdd,n,n,,,C/V\.C/{V}\.'/V\
statue,vvs,n,y,,,C/V\.'C/V\./(e)\
stature,vvs,n,y,,,C/V\.'C/V\.C/(e)\
statures,vvs,n,n,,,C/V\.'C/V\.C/e\
sterilité,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
stile,vs,n,y,,,'C/V\.C/(e)\
storeus,vv,n,n,,,C/V\.'C/V\
strigon,vv,n,n,,,C/V\.'C/V\
struvelin,vsv,n,n,,,C/V\.C/e\.'C/V\
su,v,n,n,,,C/V\
su',v,n,n,,,C/V\
suä,vs,n,y,,,'C/V\./(e)\
suautime,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
subgection,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
subget,vv,n,n,,,C/V\.'C/V\
subgez,vv,n,n,,,C/V\.'C/V\
subgiez,vv,n,n,,,C/V\.'C/V\
subgites,vvs,n,n,,,C/V\.'C/V\.C/e\
subite,vvs,n,y,,,C/V\.'C/V\.C/(e)\
subjeccion,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
subjection,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
subjugant,vvv,n,n,,,C/V\.C/V\.'C/V\
submet,vv,n,n,,,C/V\.'C/V\
subside,vvs,n,y,,,C/V\.'C/V\.C/(e)\
substance,vvs,n,y,,,C/V\.'C/V\.C/(e)\
substances,vvs,n,n,,,C/V\.'C/V\.C/e\
substantament,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
substantieuses,vvdds,n,n,,,C/V\.C/V\.C/{V}\.'/V\.C/e\
subtil,vv,n,n,,,C/V\.'C/V\
subtile,vvs,n,y,,,C/V\.'C/V\.C/(e)\
subtilement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
subtilité,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
subtilitez,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
subtille,vvs,n,y,,,C/V\.'C/V\.C/(e)\
subtillement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
subtilz,vv,n,n,,,C/V\.'C/V\
subtive,vvs,n,y,,,C/V\.'C/V\.C/(e)\
subvenir,vsv,n,n,,,C/V\.C/e\.'C/V\
subversion,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
subz,v,n,n,,,C/V\
subzmist,vv,n,n,,,C/V\.'C/V\
succedant,vsv,n,n,,,C/V\.C/e\.'C/V\
succede,vvs,n,y,,,C/V\.'C/V\.C/(e)\
succeder,vvv,n,n,,,C/V\.C/V\.'C/V\
successeur,vvv,n,n,,,C/V\.C/V\.'C/V\
succession,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
succurrat,vvv,n,n,,,C/V\.C/V\.'C/V\
sucession,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
sucurance,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
sucure,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sucurs,vv,n,n,,,C/V\.'C/V\
sudarie,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
suded,vv,n,n,,,C/V\.'C/V\
sudor,vv,n,n,,,C/V\.'C/V\
suduiant,vvv,n,n,,,C/V\.C/V\.'C/V\
sue,vs,n,y,,,'C/V\./(e)\
suede,vvs,n,y,,,C/V\.'C/V\.C/(e)\
suef,dd,n,n,,,C/{V}\.'/V\
süef,vv,n,n,,,C/V\.'C/V\
sueffre,vs,n,y,,,'C/V\.C/(e)\
sueil,v,n,n,,,C/V\
sueille,vs,n,y,,,'C/V\.C/(e)\
suelent,vs,n,n,,,'C/V\.C/e\
suellent,vs,n,n,,,'C/V\.C/e\
suen,v,n,n,,,C/V\
suens,v,n,n,,,C/V\
suent,vs,n,n,,,'C/V\./e\
suer,v,n,n,,,C/V\
suër,vv,n,n,,,C/V\.'C/V\
suers,v,n,n,,,C/V\
sueur,vv,n,n,,,C/V\.'C/V\
suf,v,n,n,,,C/V\
suffert,vv,n,n,,,C/V\.'C/V\
suffier,vv,n,n,,,C/V\.'C/V\
suffir,vv,n,n,,,C/V\.'C/V\
suffira,vvv,n,n,,,C/V\.C/V\.'C/V\
suffire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
suffiroient,vvvs,n,n,,,C/V\.C/V\.'C/V\./e\
suffisamment,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
suffisant,vvv,n,n,,,C/V\.C/V\.'C/V\
suffissamment,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
suffist,vv,n,n,,,C/V\.'C/V\
suffraige,vvs,n,y,,,C/V\.'C/V\.C/(e)\
suffrez,vv,n,n,,,C/V\.'C/V\
suffri,vv,n,n,,,C/V\.'C/V\
suffrid,vv,n,n,,,C/V\.'C/V\
suffrir,vv,n,n,,,C/V\.'C/V\
suffrit,vv,n,n,,,C/V\.'C/V\
suht,v,n,n,,,C/V\
sui,v,n,n,,,C/V\
suï,vv,n,n,pp / pret suivre,,C/V\.'C/V\
suignes,vs,n,n,,,'C/V\.C/e\
suiris,vv,n,n,,,C/V\.'C/V\
suis,v,n,n,,,C/V\
suit,v,n,n,,,C/V\
suite,vs,n,y,,,'C/V\.C/(e)\
suiurnez,vvv,n,n,,,C/V\.C/V\.'C/V\
suivant,vv,n,n,,,C/V\.'C/V\
suive,vs,n,y,,,'C/V\.C/(e)\
suivir,vv,n,n,,,C/V\.'C/V\
suivra,vv,n,n,,,C/V\.'C/V\
suivre,vs,n,y,,,'C/V\.C/(e)\
suiz,v,n,n,,,C/V\
sujurné,vvv,n,n,,,C/V\.C/V\.'C/V\
sujurner,vvv,n,n,,,C/V\.C/V\.'C/V\
sujurnerent,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
sujurnez,vvv,n,n,,,C/V\.C/V\.'C/V\
sul,v,n,n,,,C/V\
suleie,vvs,n,y,,,C/V\.'C/V\./(e)\
sulement,vdv,n,n,,,C/V\.C/V\.'C/V\
sulie,vvs,n,y,,,C/V\.'C/V\./(e)\
sullente,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sully,vv,n,n,,,C/V\.'C/V\
suls,v,n,n,,,C/V\
sultif,vv,n,n,,,C/V\.'C/V\
sulum,vv,n,n,,,C/V\.'C/V\
sulunc,vv,n,n,,,C/V\.'C/V\
sum,v,n,n,y,,C/V\
sume,vs,n,y,,,'C/V\.C/(e)\
sumer,vv,n,n,,,C/V\.'C/V\
sumers,vv,n,n,,,C/V\.'C/V\
sumes,vs,n,n,,,'C/V\.C/e\
sumét,vv,n,n,,,C/V\.'C/V\
summe,vs,n,y,,,'C/V\.C/(e)\
summes,vs,n,n,,,'C/V\.C/e\
summunse,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sumptueuse,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
sumptueux,vvv,n,n,,,C/V\.C/V\.'C/V\
sun,v,n,n,y,,C/V\
sunad,vv,n,n,,,C/V\.'C/V\
suner,vv,n,n,,,C/V\.'C/V\
sunet,vs,n,y,,,'C/V\.C/(e)\
sunez,vv,n,n,,,C/V\.'C/V\
sunged,vv,n,n,,,C/V\.'C/V\
sungéd,vv,n,n,,,C/V\.'C/V\
sunmes,vs,n,n,,,'C/V\.C/e\
suns,v,n,n,,,C/V\
sunt,v,n,n,,,C/V\
suo,v,n,n,,,C/V\
suoit,vv,n,n,,,C/V\.'C/V\
suon,v,n,n,,,C/V\
suor,v,n,n,,,C/V\
suos,v,n,n,,,C/V\
suour,vv,n,n,,,C/V\.'C/V\
suours,vv,n,n,,,C/V\.'C/V\
super,vv,n,n,,,C/V\.'C/V\
superlatis,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
suplye,vvs,n,y,,,C/V\.'C/V\./(e)\
suppellatives,vvvvs,n,n,,,C/V\.C/V\.C/V\.'C/V\.C/e\
suppli,vv,n,n,,,C/V\.'C/V\
supplie,vvs,n,y,,,C/V\.'C/V\./(e)\
supplier,vvv,n,n,,,C/V\.C/V\.'C/V\
supplioit,vvv,n,n,,,C/V\.C/V\.'C/V\
supplions,vvv,n,n,,,C/V\.C/V\.'C/V\
supply,vv,n,n,,,C/V\.'C/V\
supplye,vvs,n,y,,,C/V\.'C/V\./(e)\
support,vv,n,n,,,C/V\.'C/V\
supporta,vvv,n,n,,,C/V\.C/V\.'C/V\
supporte,vvs,n,y,,,C/V\.'C/V\.C/(e)\
supporter,vvv,n,n,,,C/V\.C/V\.'C/V\
suppose,vvs,n,y,,,C/V\.'C/V\.C/(e)\
suppris,vv,n,n,,,C/V\.'C/V\
supris,vv,n,n,,,C/V\.'C/V\
sur,v,n,n,y,,C/V\
surdeis,vv,n,n,,,C/V\.'C/V\
sure,vs,n,y,,,'C/V\.C/(e)\
surent,vs,n,n,,,'C/V\.C/e\
sures,vs,n,n,,,'C/V\.C/e\
surie,vvs,n,y,,,C/V\.'C/V\./(e)\
surjur,vv,n,n,,,C/V\.'C/V\
surjurnot,vvv,n,n,,,C/V\.C/V\.'C/V\
surmonteroit,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
surmuntez,vvv,n,n,,,C/V\.C/V\.'C/V\
surnom,vv,n,n,,,C/V\.'C/V\
surplus,vv,n,n,,,C/V\.'C/V\
surprendre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
surpris,vv,n,n,,,C/V\.'C/V\
surquerir,vvv,n,n,,,C/V\.C/V\.'C/V\
surrexist,vvv,n,n,,,C/V\.C/V\.'C/V\
surront,vv,n,n,,,C/V\.'C/V\
sursault,vv,n,n,,,C/V\.'C/V\
survenir,vsv,n,n,,,C/V\.C/e\.'C/V\
survenist,vsv,n,n,,,C/V\.C/e\.'C/V\
survenoyt,vsv,n,n,,,C/V\.C/e\.'C/V\
survient,vv,n,n,,,C/V\.'C/V\
sus,v,n,n,,,C/V\
suscita,vvv,n,n,,,C/V\.C/V\.'C/V\
suscitat,vvv,n,n,,,C/V\.C/V\.'C/V\
susciter,vvv,n,n,,,C/V\.C/V\.'C/V\
susciterai,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
susfrir,vv,n,n,,,C/V\.'C/V\
suspecion,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
suspection,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
suspensus,vvv,n,n,,,C/V\.C/V\.'C/V\
suspessonneux,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
suspicion,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
suspirant,vvv,n,n,,,C/V\.C/V\.'C/V\
suspire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
suspirét,vvv,n,n,,,C/V\.C/V\.'C/V\
suspirot,vvv,n,n,,,C/V\.C/V\.'C/V\
suspris,vv,n,n,,,C/V\.'C/V\
sustance,vvs,n,y,,,C/V\.'C/V\.C/(e)\
susteg,vv,n,n,,,C/V\.'C/V\
sustenance,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
sustenir,vsv,n,n,,,C/V\.C/e\.'C/V\
sustentez,vvv,n,n,,,C/V\.C/V\.'C/V\
sustinc,vv,n,n,,,C/V\.'C/V\
susting,vv,n,n,,,C/V\.'C/V\
sustint,vv,n,n,,,C/V\.'C/V\
sut,v,n,n,,,C/V\
sutil,vv,n,n,,,C/V\.'C/V\
sutils,vv,n,n,,,C/V\.'C/V\
sutis,vv,n,n,,,C/V\.'C/V\
sutiveté,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
suurance,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
suvent,vv,n,n,,,C/V\.'C/V\
suverain,vsv,n,n,,,C/V\.C/e\.'C/V\
suverein,vsv,n,n,,,C/V\.C/e\.'C/V\
suy,v,n,n,,,C/V\
suÿ,vv,n,n,,,C/V\.'C/V\
suye,vs,n,y,,,'C/V\./(e)\
suyr,vv,n,n,,,C/V\.'C/V\
suys,v,n,n,,,C/V\
suysses,vs,n,n,,,'C/V\.C/e\
suyt,v,n,n,,,C/V\
suyve,vs,n,y,,,'C/V\.C/(e)\
suyvent,vs,n,n,,,'C/V\.C/e\
suyvre,vs,n,y,,,'C/V\.C/(e)\
suyvy,vv,n,n,,,C/V\.'C/V\
suz,v,n,n,,,C/V\
suzcele,vvs,n,y,,,C/V\.'C/V\.C/(e)\
suzduiant,vvv,n,n,,,C/V\.C/V\.'C/V\
suzlevet,vvs,n,y,,,C/V\.'C/V\.C/(e)\
suzpendant,vvv,n,n,,,C/V\.C/V\.'C/V\
sy,v,n,n,y,,C/V\
sycero,vvv,n,n,,,C/V\.C/V\.'C/V\
sydoine,vvs,n,y,,,C/V\.'C/V\.C/(e)\
sygneur,vv,n,n,,,C/V\.'C/V\
sylo,vv,n,n,,,C/V\.'C/V\
symeonz,vvv,n,n,,,C/V\.C/V\.'C/V\
symom,vv,n,n,,,C/V\.'C/V\
symon,vv,n,n,,,C/V\.'C/V\
symonnie,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
symons,vv,n,n,,,C/V\.'C/V\
synagoge,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
synagogue,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
synai,vvv,n,n,,,C/V\.C/V\.'C/V\
synom,vv,n,n,,,C/V\.'C/V\
syon,vv,n,n,,,C/V\.'C/V\
t,,n,n,,,C/\
t',,n,n,,,C/\
t'em,v,n,n,y,,C/V\
ta,v,n,n,y,,C/V\
taat,v,n,n,,,C/V\
tabarie,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
tabart,vv,n,n,,,C/V\.'C/V\
tabernacle,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
tabernacles,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
tabla,vs,n,y,,,'C/V\.C/(e)\
tablä,vs,n,y,,,'C/V\.C/(e)\
table,vs,n,y,,,'C/V\.C/(e)\
tableaux,vv,n,n,,,C/V\.'C/V\
tables,vs,n,n,,,'C/V\.C/e\
tablëz,vs,n,n,,,'C/V\.C/e\
tablier,vv,n,n,,,C/V\.'C/V\
tabors,vv,n,n,,,C/V\.'C/V\
tabours,vv,n,n,,,C/V\.'C/V\
taceledes,vsvs,n,n,,,C/V\.C/e\.'C/V\.C/e\
tache,vs,n,y,,,'C/V\.C/(e)\
tachié,vv,n,n,,,C/V\.'C/V\
tacon,vv,n,n,,,C/V\.'C/V\
tacons,vv,n,n,,,C/V\.'C/V\
tafurs,vv,n,n,,,C/V\.'C/V\
tai,v,n,n,,,C/V\
taiches,vs,n,n,,,'C/V\.C/e\
taigne,vs,n,y,,,'C/V\.C/(e)\
taillans,vv,n,n,,,C/V\.'C/V\
taillant,vv,n,n,,,C/V\.'C/V\
taille,vs,n,y,,,'C/V\.C/(e)\
taillee,vvs,n,y,,,C/V\.'C/V\./(e)\
taillefer,vsv,n,n,,,C/V\.C/e\.'C/V\
taillefers,vsv,n,n,,,C/V\.C/e\.'C/V\
tailles,vs,n,n,,,'C/V\.C/e\
taillet,vs,n,y,,,'C/V\.C/(e)\
taillevant,vsv,n,n,,,C/V\.C/e\.'C/V\
taillie,vvs,n,y,,,C/V\.'C/V\./(e)\
tailliés,vv,n,n,,,C/V\.'C/V\
tailliet,vv,n,n,,,C/V\.'C/V\
tailliez,vv,n,n,,,C/V\.'C/V\
taimps,v,n,n,,,C/V\
taindre,vs,n,y,,,'C/V\.C/(e)\
taing,v,n,n,,,C/V\
tains,v,n,n,,,C/V\
taint,v,n,n,,,C/V\
tainte,vs,n,y,,,'C/V\.C/(e)\
tainz,v,n,n,,,C/V\
taion,vv,n,n,,,C/V\.'C/V\
tairai,vv,n,n,,,C/V\.'C/V\
tairay,vv,n,n,,,C/V\.'C/V\
taire,vs,n,y,,,'C/V\.C/(e)\
tairoie,vvs,n,n,,,C/V\.'C/V\./e\
tairont,vv,n,n,,,C/V\.'C/V\
tairoye,vvs,n,y,,,C/V\.'C/V\./(e)\
tais,v,n,n,,,C/V\
taisans,vv,n,n,,,C/V\.'C/V\
taisant,vv,n,n,,,C/V\.'C/V\
taisanz,vv,n,n,,,C/V\.'C/V\
taise,vs,n,y,,,'C/V\.C/(e)\
taisiés,vv,n,n,,,C/V\.'C/V\
taisiez,vv,n,n,,,C/V\.'C/V\
taisir,vv,n,n,,,C/V\.'C/V\
taissent,vs,n,n,,,'C/V\.C/e\
taisson,vv,n,n,,,C/V\.'C/V\
taissons,vv,n,n,,,C/V\.'C/V\
taist,v,n,n,,,C/V\
tait,v,n,n,,,C/V\
tal,v,n,n,,,C/V\
talans,vv,n,n,,,C/V\.'C/V\
talant,vv,n,n,,,C/V\.'C/V\
talent,vv,n,n,,,C/V\.'C/V\
talenz,vv,n,n,,,C/V\.'C/V\
talia,vv,n,n,,,C/V\.'C/V\
talier,vv,n,n,,,C/V\.'C/V\
talle,vs,n,y,,,'C/V\.C/(e)\
tallemouze,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
talon,vv,n,n,,,C/V\.'C/V\
talons,vv,n,n,,,C/V\.'C/V\
tals,v,n,n,,,C/V\
talun,vv,n,n,,,C/V\.'C/V\
tam,v,n,n,,,C/V\
tambre,vs,n,y,,,'C/V\.C/(e)\
tamez,vv,n,n,,,C/V\.'C/V\
tamprez,vv,n,n,,,C/V\.'C/V\
tamps,v,n,n,,,C/V\
tampz,v,n,n,,,C/V\
tan,v,n,n,,,C/V\
tancer,vv,n,n,,,C/V\.'C/V\
tancier,vv,n,n,,,C/V\.'C/V\
tancis,vv,n,n,,,C/V\.'C/V\
tancré,vv,n,n,,,C/V\.'C/V\
tandis,vv,n,n,,,C/V\.'C/V\
tandisque,vvs,n,y,,,C/V\.'C/V\.C/(e)\
tangrés,vv,n,n,,,C/V\.'C/V\
tans,v,n,n,,,C/V\
tansteir,vv,n,n,,,C/V\.'C/V\
tant,v,n,n,,,C/V\
tant',v,n,n,,,C/V\
tantait,vv,n,n,,,C/V\.'C/V\
tante,vs,n,y,,,'C/V\.C/(e)\
tantes,vs,n,n,,,'C/V\.C/e\
tantez,vv,n,n,,,C/V\.'C/V\
tantinet,vvv,n,n,,,C/V\.C/V\.'C/V\
tantos,vv,n,n,,,C/V\.'C/V\
tantost,vv,n,n,,,C/V\.'C/V\
tantot,vv,n,n,,,C/V\.'C/V\
tantoust,vv,n,n,,,C/V\.'C/V\
tantqu,v,n,n,,,C/V\
tantque,vs,n,y,,,'C/V\.C/(e)\
tanttost,vv,n,n,,,C/V\.'C/V\
tanz,v,n,n,,,C/V\
tapi,vv,n,n,,,C/V\.'C/V\
tapignaige,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
tapiné,vvv,n,n,,,C/V\.C/V\.'C/V\
tapins,vv,n,n,,,C/V\.'C/V\
tapis,vv,n,n,,,C/V\.'C/V\
tappecus,vvv,n,n,,,C/V\.C/V\.'C/V\
tard,v,n,n,,,C/V\
tarda,vv,n,n,,,C/V\.'C/V\
tarde,vs,n,y,,,'C/V\.C/(e)\
tarder,vv,n,n,,,C/V\.'C/V\
tardera,vsv,n,n,,,C/V\.C/e\.'C/V\
tarderont,vsv,n,n,,,C/V\.C/e\.'C/V\
tardiex,vv,n,n,,,C/V\.'C/V\
tardive,vvs,n,y,,,C/V\.'C/V\.C/(e)\
tardoient,vvs,n,n,,,C/V\.'C/V\./e\
tardons,vv,n,n,,,C/V\.'C/V\
targa,vv,n,n,,,C/V\.'C/V\
targe,vs,n,y,,,'C/V\.C/(e)\
targent,vs,n,n,,,'C/V\.C/e\
targes,vs,n,n,,,'C/V\.C/e\
target,vs,n,y,,,'C/V\.C/(e)\
targier,vv,n,n,,,C/V\.'C/V\
tarie,vvs,n,y,,,C/V\.'C/V\./(e)\
tarir,vv,n,n,,,C/V\.'C/V\
tarja,vv,n,n,,,C/V\.'C/V\
tarrad,vv,n,n,,,C/V\.'C/V\
tarrenne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
tarson,vv,n,n,,,C/V\.'C/V\
tart,v,n,n,,,C/V\
tartes,vs,n,n,,,'C/V\.C/e\
tarye,vvs,n,y,,,C/V\.'C/V\./(e)\
tas,v,n,n,,,C/V\
tasiés,vv,n,n,,,C/V\.'C/V\
tasse,vs,n,y,,,'C/V\.C/(e)\
tast,v,n,n,,,C/V\
tasta,vv,n,n,,,C/V\.'C/V\
tastai,vv,n,n,,,C/V\.'C/V\
tastant,vv,n,n,,,C/V\.'C/V\
taster,vs,n,n,,,'C/V\.C/e\
tastonner,vvv,n,n,,,C/V\.C/V\.'C/V\
tatin,vv,n,n,,,C/V\.'C/V\
tatter,vv,n,n,,,C/V\.'C/V\
tauble,vs,n,y,,,'C/V\.C/(e)\
taunt,v,n,n,,,C/V\
taura,vv,n,n,,,C/V\.'C/V\
taurai,vv,n,n,,,C/V\.'C/V\
taut,v,n,n,,,C/V\
taux,v,n,n,,,C/V\
tauxee,vvs,n,y,,,C/V\.'C/V\./(e)\
taverne,vvs,n,y,,,C/V\.'C/V\.C/(e)\
tavernier,vvv,n,n,,,C/V\.C/V\.'C/V\
tavle,vs,n,y,,,'C/V\.C/(e)\
tayons,vv,n,n,,,C/V\.'C/V\
tayra,vv,n,n,,,C/V\.'C/V\
tayre,vs,n,y,,,'C/V\.C/(e)\
te,v,n,y,y,,C/(e)\
té,v,n,n,,,C/V\
tece,vs,n,y,,,'C/V\.C/(e)\
teches,vs,n,n,,,'C/V\.C/e\
tecke,vs,n,y,,,'C/V\.C/(e)\
tectes,vs,n,n,,,'C/V\.C/e\
tei,v,n,n,,,C/V\
teie,vs,n,y,,,'C/V\./(e)\
teil,v,n,n,,,C/V\
teile,vs,n,y,,,'C/V\.C/(e)\
teiles,vs,n,n,,,'C/V\.C/e\
teille,vs,n,y,,,'C/V\.C/(e)\
teillement,vsv,n,n,,,C/V\.C/e\.'C/V\
teilz,v,n,n,,,C/V\
teindre,vs,n,y,,,'C/V\.C/(e)\
teing,v,n,n,,,C/V\
teint,v,n,n,,,C/V\
teinte,vs,n,y,,,'C/V\.C/(e)\
teire,vs,n,y,,,'C/V\.C/(e)\
tel,v,n,n,,,C/V\
tele,vs,n,y,,,'C/V\.C/(e)\
telement,vsv,n,n,,,C/V\.C/e\.'C/V\
teles,vs,n,n,,,'C/V\.C/e\
telle,vs,n,y,,,'C/V\.C/(e)\
tellee,vvs,n,y,,,C/V\.'C/V\./(e)\
tellement,vsv,n,n,,,C/V\.C/e\.'C/V\
telles,vs,n,n,,,'C/V\.C/e\
tellez,vs,n,n,,,'C/V\.C/e\
tellëz,vs,n,n,,,'C/V\.C/e\
tels,v,n,n,,,C/V\
telx,v,n,n,,,C/V\
telz,v,n,n,,,C/V\
temoigne,evs,n,y,,,C/V\.'C/V\.C/(e)\
tempeste,vvs,n,y,,,C/V\.'C/V\.C/(e)\
tempestéd,vsv,n,n,,,C/V\.C/e\.'C/V\
temple,vs,n,y,,,'C/V\.C/(e)\
temples,vs,n,n,,,'C/V\.C/e\
templetes,vvs,n,n,,,C/V\.'C/V\.C/e\
templum,vs,n,n,Lat borrow,,'C/V\.C/e\
tempore,vvs,n,y,,,C/V\.'C/V\.C/(e)\
temporeuls,vvv,n,n,,,C/V\.C/V\.'C/V\
temporeus,vvv,n,n,,,C/V\.C/V\.'C/V\
tempre,vs,n,y,,,'C/V\.C/(e)\
temprer,vv,n,n,,,C/V\.'C/V\
temprure,vvs,n,y,,,C/V\.'C/V\.C/(e)\
temps,v,n,n,,,C/V\
temptacion,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
temptaciun,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
temptation,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
temptations,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
tempte,vs,n,y,,,'C/V\.C/(e)\
tempté,vv,n,n,,,C/V\.'C/V\
temptee,vvs,n,y,,,C/V\.'C/V\./(e)\
tempter,vv,n,n,,,C/V\.'C/V\
tempteras,vsv,n,n,,,C/V\.C/e\.'C/V\
temptez,vv,n,n,,,C/V\.'C/V\
tempz,v,n,n,,,C/V\
ten,s,n,n,,,C/e\
tenablement,evsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
